,price,type,address,url,agent_url,postcode,number_bedrooms,search_date,loc,coordinates,lat,lon
66,445000.0,3 bedroom flat for sale,"Dean Path, Edinburgh, EH4",http://www.rightmove.co.uk/properties/75512370,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH4,3.0,2021-01-17 16:42:17.951429,"Dean Path, Dean Village, West End, City of Edinburgh, Scotland, EH4 3AY, United Kingdom","(55.9527064, -3.2193037)",55.9527064,-3.2193037
67,430000.0,3 bedroom flat for sale,"Damside, Dean Village, Edinburgh, EH4",http://www.rightmove.co.uk/properties/86241280,http://www.rightmove.co.uk/estate-agents/agent/Lindsays/Edinburgh-29595.html,EH4,3.0,2021-01-17 16:42:17.951429,"Damside, Dean Village, West End, City of Edinburgh, Scotland, EH4 3BB, United Kingdom","(55.9522222, -3.2187557)",55.9522222,-3.2187557
68,315000.0,1 bedroom flat for sale,"24/20 Simpson Loan, Quartermile, Edinburgh EH3 9GE",http://www.rightmove.co.uk/properties/76980498,http://www.rightmove.co.uk/estate-agents/agent/Gilson-Gray-LLP/Edinburgh-109463.html,EH3,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
69,425000.0,2 bedroom apartment for sale,"Learmonth Terrace, Edinburgh",http://www.rightmove.co.uk/properties/87659785,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Learmonth Terrace, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1PQ, United Kingdom","(55.9554179, -3.2168663)",55.9554179,-3.2168663
70,425000.0,2 bedroom flat for sale,"Howe Street, New Town, Edinburgh, EH3",http://www.rightmove.co.uk/properties/98398319,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,2.0,2021-01-17 16:42:17.951429,"Howe Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH3 6TH, United Kingdom","(55.9560971, -3.2021806)",55.9560971,-3.2021806
71,425000.0,1 bedroom flat for sale,"Manor Place, Edinburgh",http://www.rightmove.co.uk/properties/102041477,http://www.rightmove.co.uk/estate-agents/agent/Strutt-and-Parker/Edinburgh-44318.html,,1.0,2021-01-17 16:42:17.951429,"Manor Place, Dean Village, West End, City of Edinburgh, Scotland, EH3 7EG, United Kingdom","(55.9496418, -3.2167377)",55.9496418,-3.2167377
72,425000.0,2 bedroom flat for sale,"24/15 Simpson Loan, Edinburgh, EH3 9GE",http://www.rightmove.co.uk/properties/101774969,http://www.rightmove.co.uk/estate-agents/agent/D-J-Alexander/Edinburgh-51311.html,EH3,2.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
73,425000.0,2 bedroom flat for sale,"11/5 Eton Terrace, Edinburgh, EH4 1QD",http://www.rightmove.co.uk/properties/85866412,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH4,2.0,2021-01-17 16:42:17.951429,"Eton Terrace, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 3AS, United Kingdom","(55.9541534, -3.2136365)",55.9541534,-3.2136365
74,425000.0,2 bedroom flat for sale,"George Street, Edinburgh, EH2",http://www.rightmove.co.uk/properties/93686639,http://www.rightmove.co.uk/estate-agents/agent/Macgregor-Property-Limited/Edinburgh-223406.html,EH2,2.0,2021-01-17 16:42:17.951429,"George Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 2AF, United Kingdom","(55.9539816, -3.1941005)",55.9539816,-3.1941005
75,425000.0,3 bedroom flat for sale,"George IV Bridge, Central, Edinburgh, EH1",http://www.rightmove.co.uk/properties/84131263,http://www.rightmove.co.uk/estate-agents/agent/Smart-Property/Edinburgh--Sales-114337.html,EH1,3.0,2021-01-17 16:42:17.951429,"George IV Bridge, Old Town, City of Edinburgh, Scotland, EH1 1JX, United Kingdom","(55.9481398, -3.1919088)",55.9481398,-3.1919088
76,425000.0,3 bedroom flat for sale,"5 (3F1) Dundas Street, Edinburgh EH3 6QG",http://www.rightmove.co.uk/properties/85453222,http://www.rightmove.co.uk/estate-agents/agent/Sturrock-Armstrong-and-Thomson/Edinburgh-63185.html,EH3,3.0,2021-01-17 16:42:17.951429,"Dundas Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DQ, United Kingdom","(55.9592908, -3.2003549)",55.9592908,-3.2003549
77,415000.0,3 bedroom flat for sale,"Brunswick Road, Edinburgh",http://www.rightmove.co.uk/properties/86523139,http://www.rightmove.co.uk/estate-agents/agent/Yopa/Scotland-77046.html,,3.0,2021-01-17 16:42:17.951429,"Brunswick Road, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 5NQ, United Kingdom","(55.9603468, -3.1784774)",55.9603468,-3.1784774
78,410000.0,2 bedroom apartment for sale,"Simpson Loan, Edinburgh",http://www.rightmove.co.uk/properties/82295968,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
79,410000.0,2 bedroom ground floor flat for sale,"14a, Osborne Terrace, Edinburgh, EH12 5HG",http://www.rightmove.co.uk/properties/84306166,http://www.rightmove.co.uk/estate-agents/agent/DMD-Law-LLP/Edinburgh-92654.html,EH12,2.0,2021-01-17 16:42:17.951429,"West Coates, City of Edinburgh, Scotland, EH12 5JH, United Kingdom","(55.9459232, -3.2250565)",55.9459232,-3.2250565
80,400000.0,2 bedroom flat for sale,"Dundonald Street, Edinburgh, EH3",http://www.rightmove.co.uk/properties/97005005,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Scotland-151100.html,EH3,2.0,2021-01-17 16:42:17.951429,"Dundonald Street, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH3 6RY, United Kingdom","(55.9591407, -3.1968263)",55.9591407,-3.1968263
81,400000.0,3 bedroom flat for sale,"Buckingham Terrace, Edinburgh, EH4",http://www.rightmove.co.uk/properties/99227444,http://www.rightmove.co.uk/estate-agents/agent/Purplebricks/covering-Scotland-151100.html,EH4,3.0,2021-01-17 16:42:17.951429,"Buckingham Terrace, Dean Village, West End, City of Edinburgh, Scotland, EH4 3AD, United Kingdom","(55.9550512, -3.2168071)",55.9550512,-3.2168071
82,145000.0,1 bedroom flat for sale,"24/3 Coltbridge Avenue, Edinburgh, EH12 6AH",http://www.rightmove.co.uk/properties/83257567,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH12,1.0,2021-01-17 16:42:17.951429,"Coltbridge Avenue, Murrayfield, City of Edinburgh, Scotland, EH12 6AH, United Kingdom","(55.9465559, -3.2354663)",55.9465559,-3.2354663
83,390000.0,3 bedroom flat for sale,"White Horse Close, 27 Canongate, Old Town, Edinburgh, EH8",http://www.rightmove.co.uk/properties/94463375,http://www.rightmove.co.uk/estate-agents/agent/Lindsays/Edinburgh-29595.html,EH8,3.0,2021-01-17 16:42:17.951429,"White Horse Close, Canongate, Old Town, City of Edinburgh, Scotland, EH8 8BU, United Kingdom","(55.9528532, -3.1757518)",55.9528532,-3.1757518
84,385000.0,2 bedroom flat for sale,"19/7 Bellevue Crescent, Bellevue, EH3 6NE",http://www.rightmove.co.uk/properties/86256526,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH3,2.0,2021-01-17 16:42:17.951429,"Bellevue Crescent, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6NE, United Kingdom","(55.9603508, -3.193261)",55.9603508,-3.193261
85,385000.0,2 bedroom apartment for sale,"Learmonth Terrace, Edinburgh",http://www.rightmove.co.uk/properties/87664723,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Learmonth Terrace, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1PQ, United Kingdom","(55.9554179, -3.2168663)",55.9554179,-3.2168663
86,380000.0,3 bedroom ground floor flat for sale,"Brunton Terrace, Hillside, Edinburgh, EH7",http://www.rightmove.co.uk/properties/84147130,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH7,3.0,2021-01-17 16:42:17.951429,"Brunton Terrace, Hillside, Leith Central, City of Edinburgh, Scotland, EH7 5EQ, United Kingdom","(55.9586528, -3.1736983)",55.9586528,-3.1736983
87,375000.0,2 bedroom apartment for sale,"Thistle Street, Edinburgh",http://www.rightmove.co.uk/properties/77057355,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Thistle Street, New Town, New Town/Broughton, City of Edinburgh, Scotland, EH2 1DF, United Kingdom","(55.9545661, -3.1957388)",55.9545661,-3.1957388
88,375000.0,4 bedroom flat for sale,"Merchant Street, Old Town, Edinburgh, EH1",http://www.rightmove.co.uk/properties/85389292,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH1,4.0,2021-01-17 16:42:17.951429,"Merchant Street, Old Town, City of Edinburgh, Scotland, EH1 2QD, United Kingdom","(55.947591, -3.1920619)",55.947591,-3.1920619
89,375000.0,1 bedroom apartment for sale,"Simpson Loan, Edinburgh",http://www.rightmove.co.uk/properties/84669367,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
90,370000.0,2 bedroom flat for sale,"20/4 Brunton Place, Hillside, Edinburgh, EH7 5EJ",http://www.rightmove.co.uk/properties/98995841,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH7,2.0,2021-01-17 16:42:17.951429,"London Road, Hillside, Leith Central, City of Edinburgh, Scotland, EH7 5AP, United Kingdom","(55.9575928, -3.1720429)",55.9575928,-3.1720429
91,370000.0,2 bedroom flat for sale,"Rosebery Crescent, Edinburgh",http://www.rightmove.co.uk/properties/94351280,http://www.rightmove.co.uk/estate-agents/agent/Doorstepscouk/National-152222.html,,2.0,2021-01-17 16:42:17.951429,"Rosebery Crescent, Haymarket, West End, City of Edinburgh, Scotland, EH12 5JP, United Kingdom","(55.9464979, -3.2193051)",55.9464979,-3.2193051
92,365000.0,1 bedroom mews house for sale,"12 William Street North East Lane, Edinburgh EH3 7NF",http://www.rightmove.co.uk/properties/96844331,http://www.rightmove.co.uk/estate-agents/agent/Sturrock-Armstrong-and-Thomson/Edinburgh-63185.html,EH3,1.0,2021-01-17 16:42:17.951429,"William Street North East Lane, Haymarket, West End, City of Edinburgh, Scotland, EH3 7NF, United Kingdom","(55.9493848, -3.2125685)",55.9493848,-3.2125685
93,425000.0,2 bedroom flat for sale,"11/5 Eton Terrace, Edinburgh, EH4 1QD",http://www.rightmove.co.uk/properties/85866412,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH4,2.0,2021-01-17 16:42:17.951429,"Eton Terrace, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 3AS, United Kingdom","(55.9541534, -3.2136365)",55.9541534,-3.2136365
94,365000.0,3 bedroom flat for sale,"Annandale Street, Bellevue, Edinburgh, EH7",http://www.rightmove.co.uk/properties/81272446,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH7,3.0,2021-01-17 16:42:17.951429,"Annandale Street, Broughton, New Town/Broughton, City of Edinburgh, Scotland, EH7 4BB, United Kingdom","(55.9624047, -3.1880699)",55.9624047,-3.1880699
95,360000.0,2 bedroom apartment for sale,"Palmerston Place, Edinburgh",http://www.rightmove.co.uk/properties/87038875,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,2.0,2021-01-17 16:42:17.951429,"Palmerston Place, Dean Village, West End, City of Edinburgh, Scotland, EH12 5AU, United Kingdom","(55.9495473, -3.2188031)",55.9495473,-3.2188031
96,360000.0,3 bedroom flat for sale,"25/4 Comely Bank Road, Stockbridge, Edinburgh, EH4 1DS",http://www.rightmove.co.uk/properties/86266369,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH4,3.0,2021-01-17 16:42:17.951429,"Comely Bank Road, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1DR, United Kingdom","(55.9592833, -3.2150904)",55.9592833,-3.2150904
97,360000.0,3 bedroom flat for sale,"Annandale Street, Edinburgh, EH7",http://www.rightmove.co.uk/properties/95978936,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH7,3.0,2021-01-17 16:42:17.951429,"Annandale Street, Brunswick, Leith Central, City of Edinburgh, Scotland, EH7 4AL, United Kingdom","(55.9595231, -3.1831867)",55.9595231,-3.1831867
98,360000.0,2 bedroom flat for sale,"68/1 Raeburn Place, Edinburgh, EH4 1HJ",http://www.rightmove.co.uk/properties/75870837,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH4,2.0,2021-01-17 16:42:17.951429,"Raeburn Place, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1JG, United Kingdom","(55.9590326, -3.2120419)",55.9590326,-3.2120419
99,360000.0,2 bedroom flat for sale,"27-3 Ravelston Terrace, Ravelston, EH4 3TP",http://www.rightmove.co.uk/properties/84681331,http://www.rightmove.co.uk/estate-agents/agent/Cullertons/Edinburgh-170039.html,EH4,2.0,2021-01-17 16:42:17.951429,"Ravelston Terrace, Ravelston Dykes, Comely Bank, Craigleith, City of Edinburgh, Scotland, EH4 3EE, United Kingdom","(55.9527412, -3.2281759)",55.9527412,-3.2281759
100,360000.0,3 bedroom flat for sale,"17/5 Comely Bank Street, Edinburgh, EH4 1AP",http://www.rightmove.co.uk/properties/86229802,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH4,3.0,2021-01-17 16:42:17.951429,"Comely Bank Street, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1AW, United Kingdom","(55.9581842, -3.2192184)",55.9581842,-3.2192184
101,350000.0,2 bedroom apartment for sale,"Shandwick Place, West End, Edinburgh, EH2",http://www.rightmove.co.uk/properties/88176070,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH2,2.0,2021-01-17 16:42:17.951429,"Shandwick Place, Haymarket, West End, City of Edinburgh, Scotland, EH2 4SA, United Kingdom","(55.9496194, -3.2093827)",55.9496194,-3.2093827
102,350000.0,2 bedroom flat for sale,"Summerbank, Edinburgh, EH3",http://www.rightmove.co.uk/properties/73507497,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH3,2.0,2021-01-17 16:42:17.951429,"Summerbank, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6NQ, United Kingdom","(55.961024, -3.1951646)",55.961024,-3.1951646
103,350000.0,2 bedroom flat for sale,89/30 Holyrood Road,http://www.rightmove.co.uk/properties/74136153,http://www.rightmove.co.uk/estate-agents/agent/Urquharts-Solicitors/Edinburgh-165560.html,,2.0,2021-01-17 16:42:17.951429,"Holyrood Road, Holyrood, Old Town, City of Edinburgh, Scotland, EH8 8BA, United Kingdom","(55.9509525, -3.1761277)",55.9509525,-3.1761277
104,350000.0,2 bedroom apartment for sale,"St. Stephen Street, Edinburgh, EH3",http://www.rightmove.co.uk/properties/84107794,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH3,2.0,2021-01-17 16:42:17.951429,"St Stephen Street, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH3 5AN, United Kingdom","(55.9577519, -3.2068648)",55.9577519,-3.2068648
105,350000.0,3 bedroom flat for sale,"10/7 Leslie Place, Stockbridge, EH4 1NH",http://www.rightmove.co.uk/properties/88329034,http://www.rightmove.co.uk/estate-agents/agent/Coulters/Stockbridge-95110.html,EH4,3.0,2021-01-17 16:42:17.951429,"Leslie Place, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1NF, United Kingdom","(55.9582669, -3.2098737)",55.9582669,-3.2098737
106,195000.0,1 bedroom flat for sale,"Henderson Row, Edinburgh",http://www.rightmove.co.uk/properties/76073589,http://www.rightmove.co.uk/estate-agents/agent/KnightBain-Estate-Agents/Broxburn-46353.html,,1.0,2021-01-17 16:42:17.951429,"Henderson Row, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DH, United Kingdom","(55.9602171, -3.2035877)",55.9602171,-3.2035877
107,350000.0,3 bedroom flat for sale,"56/6 Orchard Brae Avenue, Orchard Brae, Edinburgh, EH4 2HN",http://www.rightmove.co.uk/properties/98142464,http://www.rightmove.co.uk/estate-agents/agent/MHD-Law-LLP/Edinburgh-206234.html,EH4,3.0,2021-01-17 16:42:17.951429,"Orchard Brae Avenue, Orchard Brae, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1NY, United Kingdom","(55.9563514, -3.2233322)",55.9563514,-3.2233322
108,349999.0,2 bedroom flat for sale,"2/2 Nether Craigwell, Old Town, Edinburgh, EH8 8DR",http://www.rightmove.co.uk/properties/86450437,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH8,2.0,2021-01-17 16:42:17.951429,"Nether Craigwell, Old Town, City of Edinburgh, Scotland, EH8 8DR, United Kingdom","(55.952968, -3.1775711)",55.952968,-3.1775711
109,345000.0,1 bedroom apartment for sale,"Simpson Loan, Quartermile, Edinburgh, EH3",http://www.rightmove.co.uk/properties/100689911,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9FL, United Kingdom","(55.9432477, -3.1970586)",55.9432477,-3.1970586
110,345000.0,4 bedroom flat for sale,"7/14 Gentle's Entry, Old Town, Edinburgh, EH8 8PD",http://www.rightmove.co.uk/properties/84401287,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH8,4.0,2021-01-17 16:42:17.951429,"Gentle's Entry, Holyrood, Old Town, City of Edinburgh, Scotland, EH8 8PD, United Kingdom","(55.9510998, -3.1782791)",55.9510998,-3.1782791
111,345000.0,2 bedroom mews house for sale,"32 Raeburn Mews, Edinburgh, EH4 1RG",http://www.rightmove.co.uk/properties/75114048,http://www.rightmove.co.uk/estate-agents/agent/Campbell-Smith-LLP/Edinburgh-94463.html,EH4,2.0,2021-01-17 16:42:17.951429,"Raeburn Mews, Stockbridge, Stockbridge/Inverleith, City of Edinburgh, Scotland, EH4 1RG, United Kingdom","(55.9594995, -3.2129089)",55.9594995,-3.2129089
112,345000.0,1 bedroom flat for sale,"Eglinton Crescent, Edinburgh, EH12.",http://www.rightmove.co.uk/properties/71748840,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH12,1.0,2021-01-17 16:42:17.951429,"Eglinton Crescent, West Coates, West End, City of Edinburgh, Scotland, EH12 5BU, United Kingdom","(55.9475273, -3.222582)",55.9475273,-3.222582
113,345000.0,3 bedroom end of terrace house for sale,"19 Pilrig Heights, Leith, Edinburgh, EH6 5AB",http://www.rightmove.co.uk/properties/85600669,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH6,3.0,2021-01-17 16:42:17.951429,"19, Pilrig Heights, Pilrig, Leith Central, City of Edinburgh, Scotland, EH6 5FD, United Kingdom","(55.9662552, -3.1849569)",55.9662552,-3.1849569
114,340000.0,1 bedroom apartment for sale,"Simpson Loan, Edinburgh",http://www.rightmove.co.uk/properties/74457852,http://www.rightmove.co.uk/estate-agents/agent/Rettie-and-Co/Edinburgh-Sales-67544.html,,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9GS, United Kingdom","(55.9433351, -3.1958255)",55.9433351,-3.1958255
115,340000.0,2 bedroom maisonette for sale,"44 Alva Place, Abbeyhill, EDINBURGH, EH7 5AX",http://www.rightmove.co.uk/properties/86118061,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH7,2.0,2021-01-17 16:42:17.951429,"44, Maryfield Place, Abbeyhill Colonies, Leith Central, City of Edinburgh, Scotland, EH7 5AX, United Kingdom","(55.9576735, -3.170415)",55.9576735,-3.170415
116,340000.0,2 bedroom flat for sale,"Lothian Road, Edinburgh, Midlothian",http://www.rightmove.co.uk/properties/97953761,http://www.rightmove.co.uk/estate-agents/agent/Thorntons-Property-Services/Edinburgh-155639.html,,2.0,2021-01-17 16:42:17.951429,"Lothian Burn, Lothianburn, City of Edinburgh, Midlothian, Scotland, EH10 7DU, United Kingdom","(55.8900909, -3.2025402)",55.8900909,-3.2025402
117,335000.0,2 bedroom flat for sale,"Castle Terrace, City Centre,, Edinburgh, EH1",http://www.rightmove.co.uk/properties/85659274,http://www.rightmove.co.uk/estate-agents/agent/Lindsays/Edinburgh-29595.html,EH1,2.0,2021-01-17 16:42:17.951429,"Castle Terrace, Lauriston, Tollcross, City of Edinburgh, Scotland, EH1 2EL, United Kingdom","(55.9469289, -3.2022665)",55.9469289,-3.2022665
118,335000.0,3 bedroom flat for sale,"East Fountainbridge, Fountainbridge, Edinburgh, EH3",http://www.rightmove.co.uk/properties/77849173,http://www.rightmove.co.uk/estate-agents/agent/MOV8-Real-Estate-Principal-GPM-Branch/Scotland-Head-Office-138737.html,EH3,3.0,2021-01-17 16:42:17.951429,"East Fountainbridge, Lauriston, Tollcross, City of Edinburgh, Scotland, EH3 9BH, United Kingdom","(55.9450777, -3.2041637)",55.9450777,-3.2041637
119,330000.0,1 bedroom flat for sale,"60/7 Cumberland Street, Edinburgh, EH3 6RE",http://www.rightmove.co.uk/properties/86728660,http://www.rightmove.co.uk/estate-agents/agent/Connor-Malcolm/Edinburgh-179594.html,EH3,1.0,2021-01-17 16:42:17.951429,"Cumberland Street, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 6RA, United Kingdom","(55.9582019, -3.2024222)",55.9582019,-3.2024222
120,325000.0,1 bedroom apartment for sale,"34/1 Simpson Loan, Quartermile, EH3",http://www.rightmove.co.uk/properties/88321288,http://www.rightmove.co.uk/estate-agents/agent/Savills/Edinburgh-161225.html,EH3,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9FL, United Kingdom","(55.9432477, -3.1970586)",55.9432477,-3.1970586
121,485000.0,1 bedroom flat for sale,"Albyn Place, Edinburgh, EH2",http://www.rightmove.co.uk/properties/77056410,http://www.rightmove.co.uk/estate-agents/agent/Knight-Frank/Edinburgh-41048.html,EH2,1.0,2021-01-17 16:42:17.951429,"Albyn Place, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH2 4NF, United Kingdom","(55.9533584, -3.207438)",55.9533584,-3.207438
122,325000.0,2 bedroom flat for sale,"8 Royal Mile Mansions, 50 North Bridge, Old Town, Edinburgh, EH1 1QN",http://www.rightmove.co.uk/properties/85719976,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH1,2.0,2021-01-17 16:42:17.951429,"Royal Mile Mansions, North Bridge, Old Town, City of Edinburgh, Scotland, EH1 1QN, United Kingdom","(55.950408, -3.1879255)",55.950408,-3.1879255
123,325000.0,2 bedroom flat for sale,"35/5 Rodney Street, Canonmills, Edinburgh, EH7 4EL",http://www.rightmove.co.uk/properties/88215502,http://www.rightmove.co.uk/estate-agents/agent/Warners-Solicitors/Edinburgh-91640.html,EH7,2.0,2021-01-17 16:42:17.951429,"Rodney Street, Rodney Street Tunnel, Canonmills, New Town/Broughton, City of Edinburgh, Scotland, EH7 4EL, United Kingdom","(55.9615291, -3.1957822406616376)",55.9615291,-3.1957822406616376
124,325000.0,2 bedroom flat for sale,"69/3 Henderson Row, Edinburgh, EH3 5DL",http://www.rightmove.co.uk/properties/86926036,http://www.rightmove.co.uk/estate-agents/agent/Simpson-and-Marwick/Edinburgh-15605.html,EH3,2.0,2021-01-17 16:42:17.951429,"Henderson Row, Silvermills, New Town/Broughton, City of Edinburgh, Scotland, EH3 5DH, United Kingdom","(55.9602171, -3.2035877)",55.9602171,-3.2035877
125,320000.0,2 bedroom flat for sale,"10/5 Hopetoun Crescent, Edinburgh EH7 4AU",http://www.rightmove.co.uk/properties/83258497,http://www.rightmove.co.uk/estate-agents/agent/Sturrock-Armstrong-and-Thomson/Edinburgh-63185.html,EH7,2.0,2021-01-17 16:42:17.951429,"Hopetoun Crescent, Gayfield, New Town/Broughton, City of Edinburgh, Scotland, EH7 4GT, United Kingdom","(55.9617113, -3.1835121)",55.9617113,-3.1835121
126,320000.0,3 bedroom ground floor flat for sale,"110 Bellevue Road, Bellevue, Edinburgh, EH7 4DF",http://www.rightmove.co.uk/properties/95952374,http://www.rightmove.co.uk/estate-agents/agent/McEwan-Fraser-Legal/Scotland-68041.html,EH7,3.0,2021-01-17 16:42:17.951429,"110, Bellevue Road, Broughton, New Town/Broughton, City of Edinburgh, Scotland, EH7 4DF, United Kingdom","(55.9648533, -3.1872195)",55.9648533,-3.1872195
127,320000.0,2 bedroom flat for sale,"28/6 Barony Street, Broughton, Edinburgh EH3 6NY",http://www.rightmove.co.uk/properties/72382473,http://www.rightmove.co.uk/estate-agents/agent/Gilson-Gray-LLP/Edinburgh-109463.html,EH3,2.0,2021-01-17 16:42:17.951429,"Barony Street, Bellevue, New Town/Broughton, City of Edinburgh, Scotland, EH3 6PD, United Kingdom","(55.9580617, -3.1908955)",55.9580617,-3.1908955
128,315000.0,1 bedroom flat for sale,"35/16 Simpson Loan, Edinburgh, EH3",http://www.rightmove.co.uk/properties/101860175,http://www.rightmove.co.uk/estate-agents/agent/Murray-and-Currie/Edinburgh-Sales-68784.html,EH3,1.0,2021-01-17 16:42:17.951429,"Simpson Loan, Quartermile, Tollcross, City of Edinburgh, Scotland, EH3 9FL, United Kingdom","(55.9432477, -3.1970586)",55.9432477,-3.1970586
129,315000.0,2 bedroom flat for sale,"Granville Terrace, Merchiston, EDINBURGH",http://www.rightmove.co.uk/properties/86232001,http://www.rightmove.co.uk/estate-agents/agent/Quicksale-Property-Auctions-Ltd/Glasgow-75445.html,,2.0,2021-01-17 16:42:17.951429,"Granville Terrace, Polwarth, Merchiston, City of Edinburgh, Scotland, EH10 4PQ, United Kingdom","(55.9383939, -3.2148931)",55.9383939,-3.2148931
